,20,40,60,80,100
Merkle Tree,0.00030159950256347656,0.01025088628133138,0.01979962984720866,0.016450961430867512,0.02084072430928548
Accumulator: Aggregate,0.2333851456642151,0.5752549946308136,0.8232163230578105,1.120286563038826,1.4075337696075438
Accumulator: Aggregate w. NI-PoE,0.28118176460266114,0.5575639545917511,0.8526726285616557,1.1505787342786788,1.434487953186035
