,20,40,60,80,100
Merkle Tree,0.0,0.004078865051269531,0.00961446762084961,0.014620304107666016,0.015630722045898438
Accumulator: Batch,0.2686009407043457,0.5361242294311523,0.7820949554443359,1.2438373565673828,1.5263845920562744
Accumulator: Batch w. NI-PoE,0.20548653602600098,0.4147837162017822,0.6497080326080322,0.9163222312927246,1.0878653526306152
